"","KO","trinity","path"
"1666","K10950","TRINITY_DN22647_c0_g1_i1","ko04141"
"1672","K01265","TRINITY_DN31358_c0_g1_i1","NA"
"1683","K03438","TRINITY_DN31302_c0_g1_i1","NA"
"1697","K06941","TRINITY_DN31387_c0_g1_i2","NA"
"1705","K16289","TRINITY_DN11759_c0_g2_i2","NA"
"1708","K20238","TRINITY_DN11795_c0_g1_i1","NA"
"1709","K11975","TRINITY_DN11774_c0_g1_i2","NA"
"1716","K04739","TRINITY_DN11751_c0_g1_i1","ko04910"
"1722","K16482","TRINITY_DN11701_c0_g1_i1","NA"
"1723","K23424","TRINITY_DN11737_c0_g1_i6","NA"
"1724","K12559","TRINITY_DN11745_c0_g1_i1","ko04666"
"1730","K06252","TRINITY_DN11788_c0_g1_i5","ko04151"
"1739","K01137","TRINITY_DN11722_c0_g1_i1","ko00531"
"1741","K09495","TRINITY_DN11764_c0_g1_i1","NA"
"1747","K10380","TRINITY_DN11715_c1_g1_i7","ko04624"
"1755","K22210","TRINITY_DN11730_c0_g1_i1","ko00471"
"1756","K00472","TRINITY_DN11735_c0_g1_i1","ko00330"
"1770","K12191","TRINITY_DN11771_c0_g1_i5","ko04144"
"1773","K12301","TRINITY_DN11771_c1_g1_i1","ko04142"
"1777","K15255","TRINITY_DN11734_c0_g1_i4","NA"
"1778","K15272","TRINITY_DN16148_c0_g1_i2","NA"
"1779","K14403","TRINITY_DN15010_c0_g2_i1","ko03015"
"1792","K00939","TRINITY_DN11741_c0_g1_i1","ko00230"
"1794","K18441","TRINITY_DN11778_c0_g1_i1","ko04072"
"1795","K11968","TRINITY_DN11778_c0_g2_i1","NA"
"1796","K11968","TRINITY_DN11783_c0_g1_i1","NA"
"1799","K07359","TRINITY_DN15008_c0_g2_i1","ko04140"
"1800","K01377","TRINITY_DN11748_c0_g1_i1","NA"
"1803","K01128","TRINITY_DN11796_c0_g1_i1","NA"
"1804","K12882","TRINITY_DN11724_c0_g1_i2","ko03013"
"1811","K01534","TRINITY_DN6186_c0_g2_i3","NA"
"1814","K14724","TRINITY_DN6100_c0_g1_i2","NA"
"1816","K14724","TRINITY_DN6100_c0_g3_i1","NA"
"1822","K03262","TRINITY_DN6107_c0_g1_i1","ko03013"
"1825","K02885","TRINITY_DN6198_c0_g1_i4","ko03010"
"1830","K08867","TRINITY_DN6129_c0_g1_i3","NA"
"1831","K13201","TRINITY_DN6183_c0_g1_i1","NA"
"1832","K14833","TRINITY_DN15031_c0_g1_i1","NA"
"1834","K00993","TRINITY_DN6111_c0_g1_i2","ko00440"
"1837","K14824","TRINITY_DN6105_c0_g2_i1","NA"
"1838","K22378","TRINITY_DN6166_c0_g1_i1","NA"
"1841","K13950","TRINITY_DN6133_c0_g1_i2","ko00790"
"1842","K06620","TRINITY_DN6109_c0_g1_i1","ko01522"
"1843","K14833","TRINITY_DN15031_c0_g2_i1","NA"
"1850","K14850","TRINITY_DN6172_c0_g2_i1","NA"
"1851","K17584","TRINITY_DN6122_c0_g1_i4","NA"
"1853","K15372","TRINITY_DN15089_c0_g1_i1","ko00410"
"1855","K17584","TRINITY_DN6122_c1_g1_i3","NA"
"1859","K07953","TRINITY_DN6139_c0_g1_i6","ko04141"
"1860","K22182","TRINITY_DN6181_c1_g2_i1","ko00450"
"1861","K22182","TRINITY_DN6181_c1_g1_i1","ko00450"
"1862","K22182","TRINITY_DN6181_c0_g1_i1","ko00450"
"1875","K14209","TRINITY_DN6142_c0_g1_i1","ko04138"
"1878","K07305","TRINITY_DN6160_c0_g1_i1","NA"
"1880","K05863","TRINITY_DN6104_c0_g1_i3","ko04020"
"1883","K19055","TRINITY_DN13047_c0_g1_i1","NA"
"1884","K00472","TRINITY_DN16110_c0_g1_i1","ko00330"
"1885","K10591","TRINITY_DN6148_c0_g2_i1","ko04011"
"1889","K00627","TRINITY_DN6168_c0_g1_i1","ko00010"
"1893","K10443","TRINITY_DN6124_c0_g1_i8","NA"
"1897","K12483","TRINITY_DN6191_c0_g1_i4","ko04144"
"1906","K11583","TRINITY_DN6157_c0_g1_i1","ko03015"
"1907","K17783","TRINITY_DN6147_c0_g1_i3","NA"
"1908","K00428","TRINITY_DN6177_c0_g1_i1","NA"
"1917","K02963","TRINITY_DN6178_c0_g1_i3","ko03010"
"1920","K01778","TRINITY_DN6153_c0_g1_i2","ko00300"
"1929","K16535","TRINITY_DN39693_c0_g1_i1","NA"
"1935","K10408","TRINITY_DN39603_c0_g1_i1","ko05016"
"1936","K10406","TRINITY_DN39609_c0_g1_i1","NA"
"1941","K02993","TRINITY_DN39684_c0_g1_i1","ko03010"
"1947","K14376","TRINITY_DN25553_c0_g1_i1","ko03015"
"1950","K06062","TRINITY_DN25541_c0_g1_i2","ko04330"
"1956","K20279","TRINITY_DN25544_c0_g1_i1","ko00562"
"1958","K09522","TRINITY_DN25512_c0_g1_i1","NA"
"1972","K10408","TRINITY_DN25511_c0_g1_i1","ko05016"
"1981","K10408","TRINITY_DN25522_c0_g1_i1","ko05016"
"1987","K12035","TRINITY_DN11509_c1_g1_i1","ko05206"
"1990","K09480","TRINITY_DN15094_c0_g1_i1","ko00561"
"1991","K12858","TRINITY_DN11575_c4_g1_i1","ko03040"
"1993","K12823","TRINITY_DN11575_c1_g1_i3","ko03040"
"1994","K11594","TRINITY_DN11575_c2_g1_i1","ko04622"
"1995","K15711","TRINITY_DN11572_c0_g4_i1","NA"
"2014","K12489","TRINITY_DN11517_c0_g1_i1","ko04144"
"2017","K14959","TRINITY_DN11579_c0_g1_i4","ko00310"
"2021","K14347","TRINITY_DN40034_c0_g1_i1","NA"
"2022","K00286","TRINITY_DN11551_c0_g1_i1","ko00330"
"2028","K00784","TRINITY_DN11564_c0_g1_i1","ko03013"
"2029","K00939","TRINITY_DN11588_c0_g1_i1","ko00230"
"2031","K12735","TRINITY_DN11526_c0_g1_i2","NA"
"2033","K21867","TRINITY_DN11519_c0_g1_i1","NA"
"2034","K08678","TRINITY_DN11595_c0_g1_i1","ko00520"
"2046","K15272","TRINITY_DN11548_c0_g1_i1","NA"
"2061","K11593","TRINITY_DN16136_c0_g1_i1","NA"
"2065","K20523","TRINITY_DN11513_c0_g1_i2","NA"
"2080","K15920","TRINITY_DN12604_c1_g1_i1","ko00520"
"2081","K01190","TRINITY_DN12604_c2_g1_i1","ko00052"
"2083","K00099","TRINITY_DN12679_c0_g1_i1","ko00900"
"2090","K09667","TRINITY_DN12611_c3_g1_i1","ko00514"
"2093","K03850","TRINITY_DN12611_c0_g1_i2","ko00510"
"2095","K19306","TRINITY_DN40089_c0_g1_i1","NA"
"2097","K01190","TRINITY_DN12693_c0_g1_i1","ko00052"
"2099","K14326","TRINITY_DN12641_c0_g1_i1","ko03013"
"2100","K12829","TRINITY_DN12678_c0_g1_i1","ko03040"
"2101","K10144","TRINITY_DN12690_c0_g1_i1","ko04115"
"2110","K03106","TRINITY_DN12670_c0_g3_i2","ko02024"
"2116","K22804","TRINITY_DN12630_c0_g3_i1","NA"
"2121","K00077","TRINITY_DN12682_c0_g1_i1","ko00770"
"2123","K17263","TRINITY_DN12676_c1_g1_i1","NA"
"2132","K05349","TRINITY_DN12627_c0_g1_i1","ko00460"
"2133","K05349","TRINITY_DN12627_c0_g2_i1","ko00460"
"2135","K02883","TRINITY_DN40080_c0_g1_i1","ko03010"
"2136","K17497","TRINITY_DN12654_c0_g1_i1","ko00051"
"2138","K00927","TRINITY_DN12629_c0_g1_i1","ko00010"
"2143","K02427","TRINITY_DN12646_c0_g2_i1","NA"
"2152","K08822","TRINITY_DN12655_c0_g1_i4","ko04062"
"2157","K15027","TRINITY_DN12618_c3_g1_i1","NA"
"2159","K01477","TRINITY_DN16140_c0_g1_i1","ko00230"
"2167","K01061","TRINITY_DN12658_c0_g1_i1","ko00361"
"2170","K06633","TRINITY_DN40038_c0_g1_i1","ko04110"
"2173","K14841","TRINITY_DN12610_c1_g1_i1","NA"
"2174","K01198","TRINITY_DN12610_c0_g1_i1","ko00520"
"2176","K08994","TRINITY_DN12628_c0_g1_i1","NA"
"2178","K07376","TRINITY_DN12639_c0_g1_i2","ko04022"
"2199","K08828","TRINITY_DN23732_c0_g1_i1","NA"
"2202","K12192","TRINITY_DN40014_c0_g1_i1","ko04144"
"2204","K17981","TRINITY_DN23797_c0_g1_i1","NA"
"2216","K08675","TRINITY_DN41941_c0_g1_i1","NA"
"2221","K03403","TRINITY_DN41913_c0_g1_i1","ko00860"
"2228","K00134","TRINITY_DN30042_c0_g1_i1","ko00010"
"2245","K17535","TRINITY_DN30012_c0_g1_i1","NA"
"2252","K14383","TRINITY_DN40020_c0_g1_i1","NA"
"2253","K01883","TRINITY_DN47676_c0_g1_i1","ko00970"
"2254","K11968","TRINITY_DN47602_c0_g1_i1","NA"
"2256","K08863","TRINITY_DN16569_c0_g1_i1","ko04068"
"2260","K10519","TRINITY_DN16557_c0_g2_i1","NA"
"2261","K17679","TRINITY_DN16512_c0_g1_i4","NA"
"2265","K14795","TRINITY_DN40094_c0_g1_i1","NA"
"2266","K08794","TRINITY_DN16531_c0_g1_i1","ko04020"
"2268","K02183","TRINITY_DN16578_c0_g1_i1","ko04014"
"2269","K17592","TRINITY_DN16585_c0_g2_i2","NA"
"2270","K01694","TRINITY_DN16580_c0_g1_i1","ko00260"
"2282","K17257","TRINITY_DN16581_c0_g1_i1","NA"
"2285","K10408","TRINITY_DN16562_c0_g1_i1","ko05016"
"2286","K10408","TRINITY_DN16562_c0_g2_i1","ko05016"
"2287","K11254","TRINITY_DN40046_c0_g1_i1","ko05034"
"2290","K19036","TRINITY_DN16534_c0_g1_i1","NA"
"2291","K19036","TRINITY_DN16534_c0_g2_i1","NA"
"2297","K03773","TRINITY_DN16573_c0_g1_i3","NA"
"2306","K09667","TRINITY_DN16540_c2_g1_i1","ko00514"
"2308","K20098","TRINITY_DN16506_c0_g1_i1","NA"
"2309","K11654","TRINITY_DN16550_c0_g1_i1","NA"
"2314","K20784","TRINITY_DN16185_c0_g1_i2","ko00514"
"2322","K14152","TRINITY_DN16547_c0_g1_i1","ko00340"
"2323","K13051","TRINITY_DN16511_c0_g1_i4","ko00250"
"2324","K02519","TRINITY_DN16520_c0_g2_i1","NA"
"2330","K12740","TRINITY_DN17107_c0_g1_i1","NA"
"2339","K05016","TRINITY_DN17194_c0_g1_i1","NA"
"2345","K08657","TRINITY_DN17134_c0_g2_i1","NA"
"2352","K16055","TRINITY_DN17191_c0_g1_i1","ko00500"
"2354","K14015","TRINITY_DN40008_c0_g1_i1","ko04141"
"2355","K13448","TRINITY_DN17114_c0_g2_i1","ko04626"
"2357","K00277","TRINITY_DN17185_c0_g1_i2","NA"
"2361","K14007","TRINITY_DN17146_c0_g1_i1","ko04141"
"2363","K14007","TRINITY_DN17146_c0_g2_i1","ko04141"
"2364","K14007","TRINITY_DN17146_c0_g3_i1","ko04141"
"2377","K14026","TRINITY_DN17100_c0_g1_i1","ko04141"
"2383","K03921","TRINITY_DN17140_c1_g1_i1","ko00061"
"2385","K20784","TRINITY_DN17104_c0_g1_i1","ko00514"
"2387","K14713","TRINITY_DN17162_c0_g2_i1","NA"
"2390","K10408","TRINITY_DN18889_c0_g1_i2","ko05016"
"2391","K10408","TRINITY_DN18890_c0_g1_i1","ko05016"
"2392","K10408","TRINITY_DN18890_c0_g2_i1","ko05016"
"2395","K06816","TRINITY_DN18863_c0_g1_i1","ko04514"
"2396","K09834","TRINITY_DN18832_c0_g1_i1","ko00130"
"2399","K04977","TRINITY_DN18875_c0_g1_i1","ko04621"
"2400","K10352","TRINITY_DN45880_c0_g1_i1","ko04530"
"2414","K19307","TRINITY_DN18851_c0_g1_i1","NA"
"2417","K22766","TRINITY_DN18864_c0_g2_i1","NA"
"2418","K10895","TRINITY_DN18896_c0_g1_i1","ko03460"
"2442","K01885","TRINITY_DN14314_c0_g1_i2","ko00860"
"2448","K15111","TRINITY_DN14379_c0_g1_i1","NA"
"2450","K08653","TRINITY_DN14308_c0_g1_i2","ko04141"
"2451","K08653","TRINITY_DN14308_c0_g2_i1","ko04141"
"2452","K08653","TRINITY_DN14308_c0_g3_i1","ko04141"
"2455","K00615","TRINITY_DN14363_c0_g1_i2","ko00030"
"2456","K10408","TRINITY_DN45813_c0_g1_i1","ko05016"
"2461","K14404","TRINITY_DN14376_c0_g1_i1","ko03015"
"2465","K10277","TRINITY_DN14384_c2_g1_i1","NA"
"2467","K21989","TRINITY_DN14330_c0_g1_i1","NA"
"2472","K09529","TRINITY_DN14388_c0_g1_i4","NA"
"2475","K09420","TRINITY_DN14371_c0_g1_i1","ko04151"
"2478","K04739","TRINITY_DN14385_c0_g2_i1","ko04910"
"2489","K05750","TRINITY_DN14362_c3_g1_i1","ko04810"
"2493","K11137","TRINITY_DN14326_c0_g1_i4","ko03460"
"2497","K06941","TRINITY_DN14323_c0_g1_i1","NA"
"2503","K14832","TRINITY_DN14332_c0_g2_i1","NA"
"2513","K03773","TRINITY_DN14374_c0_g2_i1","NA"
"2516","K07025","TRINITY_DN14325_c0_g1_i1","NA"
"2519","K10380","TRINITY_DN14301_c1_g3_i2","ko04624"
"2521","K02150","TRINITY_DN14301_c0_g1_i3","ko00190"
"2522","K14443","TRINITY_DN14313_c0_g1_i1","ko03018"
"2527","K22733","TRINITY_DN11800_c1_g1_i1","NA"
"2536","K10798","TRINITY_DN11825_c0_g1_i1","ko03410"
"2541","K03539","TRINITY_DN11850_c0_g1_i2","ko03008"
"2549","K11136","TRINITY_DN11815_c0_g1_i1","NA"
"2562","K20526","TRINITY_DN11801_c0_g2_i3","NA"
"2563","K03438","TRINITY_DN11801_c1_g3_i1","NA"
"2565","K00791","TRINITY_DN11801_c1_g1_i3","ko00908"
"2566","K03438","TRINITY_DN11801_c1_g4_i1","NA"
"2574","K01883","TRINITY_DN11859_c2_g2_i1","ko00970"
"2575","K01456","TRINITY_DN11859_c1_g2_i1","ko04141"
"2579","K10380","TRINITY_DN11891_c0_g2_i2","ko04624"
"2582","K01662","TRINITY_DN11856_c0_g1_i1","ko00730"
"2587","K10696","TRINITY_DN11831_c0_g1_i1","NA"
"2588","K22614","TRINITY_DN11894_c0_g1_i7","NA"
"2590","K01634","TRINITY_DN11833_c0_g1_i1","ko00600"
"2593","K22736","TRINITY_DN11848_c0_g1_i3","NA"
"2596","K11090","TRINITY_DN11871_c0_g1_i1","ko05322"
"2597","K06195","TRINITY_DN11838_c0_g1_i4","NA"
"2604","K15334","TRINITY_DN11851_c0_g2_i1","NA"
"2605","K06990","TRINITY_DN11814_c0_g1_i1","NA"
"2606","K07018","TRINITY_DN11839_c0_g1_i1","NA"
"2608","K03100","TRINITY_DN11812_c0_g1_i1","ko03060"
"2609","K02357","TRINITY_DN11808_c0_g1_i1","NA"
"2613","K02915","TRINITY_DN11870_c0_g2_i1","ko03010"
"2620","K09313","TRINITY_DN11852_c0_g1_i1","NA"
"2621","K20003","TRINITY_DN11873_c0_g1_i4","NA"
"2626","K12400","TRINITY_DN11823_c2_g2_i2","ko04142"
"2630","K12400","TRINITY_DN11823_c2_g1_i2","ko04142"
"2635","K04040","TRINITY_DN11811_c0_g2_i1","ko00860"
"2637","K09568","TRINITY_DN45849_c0_g1_i1","NA"
"2655","K17499","TRINITY_DN43767_c0_g1_i1","NA"
"2656","K10408","TRINITY_DN43737_c0_g1_i1","ko05016"
"2658","K14544","TRINITY_DN43798_c0_g1_i1","ko03008"
"2659","K17916","TRINITY_DN45878_c0_g1_i1","NA"
"2660","K02891","TRINITY_DN43735_c0_g1_i1","ko03010"
"2665","K02863","TRINITY_DN43790_c0_g1_i1","ko03010"
"2667","K17570","TRINITY_DN43715_c0_g1_i1","NA"
"2670","K03120","TRINITY_DN5711_c0_g1_i1","ko03022"
"2676","K07515","TRINITY_DN5727_c0_g1_i2","ko00062"
"2677","K14165","TRINITY_DN5743_c0_g1_i3","NA"
"2678","K14290","TRINITY_DN5747_c0_g1_i1","ko03008"
"2682","K17609","TRINITY_DN45895_c0_g1_i1","NA"
"2685","K22377","TRINITY_DN5759_c1_g2_i1","NA"
"2693","K01754","TRINITY_DN45872_c0_g1_i1","ko00260"
"2698","K01427","TRINITY_DN5718_c0_g2_i1","ko00220"
"2700","K03843","TRINITY_DN5778_c0_g1_i2","ko00510"
"2702","K08516","TRINITY_DN5703_c0_g1_i1","ko04130"
"2703","K19600","TRINITY_DN5708_c0_g1_i1","NA"
"2711","K05769","TRINITY_DN5794_c0_g3_i1","ko04810"
"2713","K15445","TRINITY_DN5780_c0_g2_i4","NA"
"2716","K09553","TRINITY_DN5750_c0_g1_i1","ko05020"
"2718","K10842","TRINITY_DN5714_c0_g1_i2","ko03022"
"2719","K02877","TRINITY_DN5772_c0_g1_i1","ko03010"
"2723","K20782","TRINITY_DN5738_c0_g1_i1","ko00514"
"2725","K20782","TRINITY_DN5738_c0_g2_i1","ko00514"
"2727","K00472","TRINITY_DN5724_c0_g1_i1","ko00330"
"2728","K11339","TRINITY_DN5721_c0_g1_i1","NA"
"2729","K07964","TRINITY_DN5770_c0_g1_i1","ko00531"
"2734","K10689","TRINITY_DN5716_c0_g1_i2","NA"
"2735","K00794","TRINITY_DN45881_c0_g1_i1","ko00740"
"2739","K11168","TRINITY_DN5720_c0_g1_i4","NA"
"2746","K12166","TRINITY_DN5761_c0_g1_i3","NA"
"2751","K13207","TRINITY_DN5774_c0_g1_i1","NA"
"2754","K03097","TRINITY_DN5726_c0_g1_i2","ko03008"
"2758","K14556","TRINITY_DN5789_c0_g1_i5","ko03008"
"2759","K13412","TRINITY_DN5789_c0_g2_i1","ko04626"
"2761","K01870","TRINITY_DN5712_c0_g1_i4","ko00970"
"2762","K01870","TRINITY_DN5712_c0_g2_i1","ko00970"
"2764","K23439","TRINITY_DN5763_c1_g1_i1","NA"
"2770","K03687","TRINITY_DN5725_c0_g1_i1","NA"
"2772","K03626","TRINITY_DN5779_c1_g2_i1","ko04928"
"2774","K00799","TRINITY_DN5709_c0_g1_i3","ko00480"
"2778","K13753","TRINITY_DN5791_c0_g1_i3","NA"
"2780","K20222","TRINITY_DN5790_c0_g4_i2","NA"
"2784","K22686","TRINITY_DN5790_c4_g1_i4","NA"
"2789","K10360","TRINITY_DN5748_c0_g1_i1","NA"
"2792","K22071","TRINITY_DN5728_c0_g1_i4","NA"
"2799","K06177","TRINITY_DN5701_c0_g1_i5","NA"
"2800","K08568","TRINITY_DN5788_c1_g1_i2","ko04142"
"2806","K00456","TRINITY_DN45201_c0_g1_i1","ko00270"
"2817","K16781","TRINITY_DN45221_c0_g1_i1","NA"
"2818","K00264","TRINITY_DN45208_c0_g1_i1","ko00250"
"2822","K02346","TRINITY_DN45252_c0_g1_i1","NA"
"2823","K02910","TRINITY_DN45225_c0_g1_i1","ko03010"
"2825","K03016","TRINITY_DN45233_c0_g1_i1","ko03020"
"2826","K15262","TRINITY_DN45232_c0_g1_i1","NA"
"2831","K00908","TRINITY_DN45237_c0_g1_i1","ko05034"
"2833","K12844","TRINITY_DN45263_c0_g1_i1","ko03040"
"2839","K02896","TRINITY_DN45207_c0_g1_i1","ko03010"
"2842","K11593","TRINITY_DN45234_c0_g1_i1","NA"
"2843","K03068","TRINITY_DN45296_c0_g1_i1","ko04150"
"2847","K12446","TRINITY_DN45243_c0_g1_i1","ko00520"
"2848","K08917","TRINITY_DN45275_c0_g1_i1","ko00196"
"2854","K02218","TRINITY_DN2668_c0_g1_i1","ko04011"
"2860","K21862","TRINITY_DN2620_c0_g1_i1","NA"
"2867","K09649","TRINITY_DN2610_c0_g1_i2","NA"
"2872","K08819","TRINITY_DN2683_c0_g1_i1","NA"
"2873","K01054","TRINITY_DN2629_c1_g1_i3","ko00561"
"2878","K13758","TRINITY_DN2638_c0_g1_i5","ko00230"
"2879","K13758","TRINITY_DN2638_c0_g2_i4","ko00230"
"2881","K20369","TRINITY_DN2628_c0_g1_i1","NA"
"2884","K12874","TRINITY_DN2674_c0_g5_i1","ko03040"
"2887","K12872","TRINITY_DN2674_c0_g1_i4","ko03040"
"2891","K10773","TRINITY_DN2633_c0_g1_i1","ko03410"
"2892","K15272","TRINITY_DN2682_c0_g1_i2","NA"
"2894","K18272","TRINITY_DN2686_c0_g1_i2","NA"
"2897","K10357","TRINITY_DN2623_c0_g1_i4","NA"
"2899","K10758","TRINITY_DN2614_c0_g1_i1","NA"
"2900","K06416","TRINITY_DN2614_c0_g2_i2","NA"
"2903","K09955","TRINITY_DN2699_c0_g1_i1","NA"
"2904","K04499","TRINITY_DN2644_c0_g1_i1","ko04310"
"2905","K03232","TRINITY_DN32075_c0_g1_i1","NA"
"2913","K07755","TRINITY_DN2681_c2_g1_i2","NA"
"2920","K05628","TRINITY_DN2678_c3_g1_i1","ko04391"
"2921","K10779","TRINITY_DN2678_c4_g1_i2","NA"
"2925","K05865","TRINITY_DN2659_c0_g4_i4","ko04020"
"2926","K01099","TRINITY_DN2659_c0_g2_i1","ko00562"
"2927","K02213","TRINITY_DN32020_c0_g1_i1","ko04110"
"2928","K15909","TRINITY_DN2659_c0_g3_i1","ko00562"
"2934","K01513","TRINITY_DN2602_c0_g1_i1","ko00230"
"2936","K07565","TRINITY_DN2677_c0_g1_i1","NA"
"2941","K07376","TRINITY_DN2622_c0_g1_i2","ko04022"
"2943","K01062","TRINITY_DN2692_c0_g2_i1","ko00565"
"2948","K06185","TRINITY_DN2656_c2_g1_i1","NA"
"2949","K14288","TRINITY_DN2624_c0_g1_i1","ko03013"
"2961","K07394","TRINITY_DN2642_c0_g1_i2","NA"
"2962","K06269","TRINITY_DN2666_c0_g1_i2","ko03015"
"2963","K06269","TRINITY_DN2666_c0_g2_i1","ko03015"
"2964","K15849","TRINITY_DN2601_c1_g1_i1","ko00350"
"2967","K10573","TRINITY_DN2634_c0_g1_i1","ko04120"
"2968","K04977","TRINITY_DN2695_c1_g1_i1","ko04621"
"2981","K08498","TRINITY_DN2604_c0_g1_i5","ko04130"
"2990","K11863","TRINITY_DN40262_c0_g1_i1","ko04141"
"2992","K00616","TRINITY_DN40255_c0_g1_i1","ko00030"
"2994","K07955","TRINITY_DN40285_c0_g1_i1","NA"
"2997","K08266","TRINITY_DN40207_c0_g1_i1","ko04136"
"2998","K01438","TRINITY_DN40205_c0_g1_i1","ko00220"
"3001","K07203","TRINITY_DN40277_c0_g1_i1","ko01521"
"3004","K22614","TRINITY_DN40232_c0_g1_i1","NA"
"3005","K10357","TRINITY_DN40271_c0_g1_i1","NA"
"3007","K02266","TRINITY_DN40284_c0_g1_i1","ko00190"
"3008","K07936","TRINITY_DN40246_c0_g1_i1","ko03008"
"3009","K01669","TRINITY_DN40244_c0_g1_i1","NA"
"3014","K10754","TRINITY_DN40239_c0_g1_i1","ko03030"
"3020","K22913","TRINITY_DN18366_c0_g1_i1","ko00562"
"3029","K00940","TRINITY_DN18301_c0_g1_i1","ko00230"
"3031","K08150","TRINITY_DN18399_c0_g2_i3","NA"
"3038","K20184","TRINITY_DN18359_c0_g1_i1","ko04138"
"3044","K21398","TRINITY_DN18391_c0_g1_i1","ko04142"
"3048","K14944","TRINITY_DN18313_c0_g2_i1","NA"
"3049","K08151","TRINITY_DN18378_c0_g1_i1","NA"
"3052","K07560","TRINITY_DN18392_c0_g1_i1","NA"
"3055","K11265","TRINITY_DN18385_c0_g1_i1","ko00230"
"3061","K19944","TRINITY_DN18382_c0_g1_i1","NA"
"3062","K00799","TRINITY_DN18307_c0_g1_i1","ko00480"
"3065","K19882","TRINITY_DN18375_c0_g1_i1","ko04310"
"3070","K04066","TRINITY_DN18317_c0_g1_i1","ko03440"
"3082","K12820","TRINITY_DN36141_c0_g1_i1","ko03040"
"3083","K02896","TRINITY_DN36116_c0_g1_i1","ko03010"
"3087","K03119","TRINITY_DN24966_c0_g1_i1","ko00430"
"3090","K10408","TRINITY_DN36142_c0_g1_i1","ko05016"
"3092","K12571","TRINITY_DN36139_c0_g1_i1","ko03018"
"3094","K16532","TRINITY_DN36156_c0_g1_i1","NA"
"3097","K20168","TRINITY_DN39077_c0_g1_i1","ko04137"
"3099","K03727","TRINITY_DN39043_c0_g1_i1","NA"
"3102","K10408","TRINITY_DN39028_c0_g1_i1","ko05016"
"3105","K01950","TRINITY_DN24931_c0_g1_i1","ko00760"
"3114","K01279","TRINITY_DN39006_c0_g1_i1","ko04142"
"3115","K00297","TRINITY_DN39087_c0_g1_i1","ko00670"
"3116","K23424","TRINITY_DN39041_c0_g1_i1","NA"
"3117","K10777","TRINITY_DN39075_c0_g1_i1","ko03450"
"3120","K11305","TRINITY_DN39032_c0_g1_i1","ko04550"
"3123","K02924","TRINITY_DN39034_c0_g1_i1","ko03010"
"3124","K02730","TRINITY_DN39086_c0_g1_i1","ko03050"
"3128","K10408","TRINITY_DN20613_c0_g1_i1","ko05016"
"3130","K02981","TRINITY_DN20633_c0_g1_i1","ko03010"
"3135","K05692","TRINITY_DN20603_c0_g1_i1","ko04015"
"3136","K12197","TRINITY_DN20638_c0_g1_i1","ko04144"
"3139","K01082","TRINITY_DN20656_c0_g1_i1","ko00920"
"3140","K01082","TRINITY_DN20656_c0_g2_i1","ko00920"
"3144","K20888","TRINITY_DN24944_c0_g1_i1","NA"
"3148","K05849","TRINITY_DN20636_c0_g1_i1","ko04020"
"3164","K10408","TRINITY_DN24915_c0_g1_i1","ko05016"
"3171","K10408","TRINITY_DN24915_c0_g2_i1","ko05016"
"3172","K00895","TRINITY_DN42017_c0_g1_i1","ko00010"
"3180","K14521","TRINITY_DN42083_c0_g1_i1","ko03008"
"3183","K10873","TRINITY_DN5081_c0_g2_i1","ko03440"
"3185","K06252","TRINITY_DN5097_c2_g1_i2","ko04151"
"3186","K10843","TRINITY_DN5097_c0_g1_i5","ko03022"
"3191","K15409","TRINITY_DN5015_c0_g1_i6","ko05168"
"3197","K01462","TRINITY_DN5074_c1_g2_i2","NA"
"3199","K01462","TRINITY_DN5074_c1_g1_i1","NA"
"3202","K19476","TRINITY_DN5027_c0_g1_i1","ko04144"
"3205","K07542","TRINITY_DN5087_c0_g1_i1","ko00563"
"3206","K09374","TRINITY_DN5036_c0_g1_i6","NA"
"3207","K17458","TRINITY_DN5073_c0_g1_i1","NA"
"3213","K09256","TRINITY_DN5069_c1_g1_i1","NA"
"3214","K19750","TRINITY_DN5069_c0_g1_i1","NA"
"3219","K19367","TRINITY_DN24946_c0_g1_i1","ko04144"
"3220","K19801","TRINITY_DN5056_c1_g1_i1","ko00562"
"3221","K13148","TRINITY_DN5056_c2_g1_i1","NA"
"3226","K16771","TRINITY_DN5002_c0_g4_i2","NA"
"3227","K08838","TRINITY_DN5002_c1_g1_i5","NA"
"3229","K04977","TRINITY_DN24911_c0_g1_i1","ko04621"
"3235","K06969","TRINITY_DN5066_c0_g1_i4","NA"
"3236","K06180","TRINITY_DN5016_c0_g1_i1","NA"
"3238","K00472","TRINITY_DN5095_c0_g2_i2","ko00330"
"3239","K04962","TRINITY_DN24980_c0_g1_i1","ko04020"
"3240","K00472","TRINITY_DN5095_c0_g3_i2","ko00330"
"3241","K09108","TRINITY_DN5023_c0_g1_i1","ko05205"
"3248","K15377","TRINITY_DN5041_c1_g1_i4","ko05231"
"3249","K21437","TRINITY_DN5041_c0_g1_i1","NA"
"3253","K14413","TRINITY_DN5059_c0_g1_i1","ko00513"
"3254","K09584","TRINITY_DN5048_c0_g4_i1","ko04141"
"3260","K02183","TRINITY_DN24996_c0_g1_i1","ko04014"
"3261","K14540","TRINITY_DN5048_c2_g2_i1","NA"
"3264","K07466","TRINITY_DN5091_c0_g1_i2","ko03030"
"3269","K14801","TRINITY_DN5062_c3_g2_i2","NA"
"3277","K03439","TRINITY_DN5008_c0_g1_i2","NA"
"3278","K14847","TRINITY_DN5083_c0_g2_i1","NA"
