original,renamed
TRINITY_DN6071_c0_g1_i4 len=491 path=[0:0-143 1:144-153 2:154-255 5:256-288 6:289-348 8:349-378 9:379-406 10:407-407 11:408-490],Transcript_299
TRINITY_DN6099_c0_g2_i1 len=3451 path=[0:0-2000 1:2001-2192 2:2193-3450],Transcript_300
TRINITY_DN6099_c4_g1_i1 len=801 path=[0:0-800],Transcript_301
TRINITY_DN6099_c1_g1_i5 len=3374 path=[0:0-2788 6:2789-2812 8:2813-3373],Transcript_302
TRINITY_DN6084_c1_g1_i2 len=1247 path=[0:0-691 1:692-833 2:834-1246],Transcript_303
TRINITY_DN6021_c1_g1_i2 len=782 path=[0:0-421 1:422-478 2:479-781],Transcript_304
TRINITY_DN6021_c0_g1_i1 len=541 path=[0:0-540],Transcript_305
TRINITY_DN6053_c1_g1_i1 len=628 path=[1:0-509 2:510-534 4:535-627],Transcript_306
TRINITY_DN6053_c2_g1_i1 len=1118 path=[0:0-1117],Transcript_307
TRINITY_DN6053_c0_g1_i1 len=874 path=[0:0-873],Transcript_308
TRINITY_DN6008_c0_g1_i4 len=4441 path=[0:0-1779 1:1780-1841 2:1842-2736 3:2737-2798 4:2799-4440],Transcript_309
TRINITY_DN6066_c0_g1_i1 len=1845 path=[0:0-1844],Transcript_310
TRINITY_DN6085_c0_g1_i1 len=1804 path=[0:0-346 1:347-347 2:348-1803],Transcript_311
TRINITY_DN6004_c0_g1_i1 len=1860 path=[0:0-1859],Transcript_312
TRINITY_DN6073_c0_g1_i2 len=1714 path=[0:0-1399 1:1400-1474 2:1475-1713],Transcript_313
TRINITY_DN6044_c0_g1_i2 len=3774 path=[0:0-3471 1:3472-3540 2:3541-3773],Transcript_314
TRINITY_DN6010_c0_g1_i2 len=948 path=[0:0-657 1:658-773 2:774-947],Transcript_315
TRINITY_DN6052_c0_g1_i1 len=3397 path=[0:0-3396],Transcript_316
TRINITY_DN6079_c0_g1_i1 len=473 path=[0:0-472],Transcript_317
TRINITY_DN6079_c0_g2_i1 len=464 path=[0:0-463],Transcript_318
TRINITY_DN6057_c0_g1_i1 len=2298 path=[0:0-1335 1:1336-1428 2:1429-2297],Transcript_319
TRINITY_DN6093_c0_g1_i1 len=2165 path=[0:0-570 1:571-2164],Transcript_320
TRINITY_DN6043_c0_g1_i2 len=816 path=[0:0-296 1:297-374 2:375-815],Transcript_321
TRINITY_DN6094_c2_g2_i1 len=1016 path=[0:0-1015],Transcript_322
TRINITY_DN6094_c2_g1_i1 len=2404 path=[0:0-1270 2:1271-1476 3:1477-2403],Transcript_323
TRINITY_DN6087_c0_g1_i1 len=1383 path=[0:0-217 2:218-251 4:252-346 5:347-547 6:548-589 8:590-773 9:774-801 11:802-828 13:829-858 14:859-903 16:904-957 17:958-997 19:998-1042 20:1043-1084 21:1085-1160 23:1161-1287 25:1288-1382],Transcript_324
TRINITY_DN6037_c0_g1_i2 len=1096 path=[0:0-92 2:93-237 3:238-377 4:378-574 5:575-676 6:677-1095],Transcript_325
TRINITY_DN6009_c1_g1_i3 len=696 path=[0:0-81 1:82-171 2:172-393 3:394-417 4:418-695],Transcript_326
TRINITY_DN6096_c0_g1_i3 len=2484 path=[0:0-1578 1:1579-1794 2:1795-1855 3:1856-1945 4:1946-2483],Transcript_327
TRINITY_DN6092_c0_g4_i5 len=1821 path=[1:0-751 3:752-893 4:894-1820],Transcript_328
TRINITY_DN6092_c0_g5_i2 len=916 path=[0:0-675 1:676-752 2:753-915],Transcript_329
TRINITY_DN6092_c0_g6_i1 len=1952 path=[0:0-1951],Transcript_330
TRINITY_DN6092_c0_g1_i1 len=857 path=[0:0-856],Transcript_331
TRINITY_DN6092_c1_g1_i1 len=1515 path=[0:0-1514],Transcript_332
TRINITY_DN6092_c2_g1_i1 len=406 path=[0:0-405],Transcript_333
TRINITY_DN6081_c3_g1_i1 len=247 path=[0:0-246],Transcript_334
TRINITY_DN6081_c1_g1_i1 len=1013 path=[0:0-1012],Transcript_335
TRINITY_DN6081_c2_g1_i1 len=1157 path=[0:0-1156],Transcript_336
TRINITY_DN6081_c0_g1_i1 len=1737 path=[0:0-1151 1:1152-1252 2:1253-1736],Transcript_337
TRINITY_DN6082_c0_g1_i1 len=2153 path=[0:0-964 1:965-1050 2:1051-2152],Transcript_338
TRINITY_DN6023_c0_g1_i1 len=1920 path=[0:0-1919],Transcript_339
TRINITY_DN6070_c0_g1_i1 len=755 path=[0:0-754],Transcript_340
TRINITY_DN6050_c0_g1_i2 len=1129 path=[0:0-1084 2:1085-1128],Transcript_341
TRINITY_DN6005_c0_g1_i3 len=1369 path=[0:0-632 1:633-1368],Transcript_342
TRINITY_DN6012_c0_g1_i1 len=384 path=[0:0-383],Transcript_343
TRINITY_DN6047_c0_g1_i3 len=1678 path=[0:0-710 2:711-890 3:891-981 4:982-1157 5:1158-1261 6:1262-1677],Transcript_344
TRINITY_DN6032_c0_g1_i3 len=1894 path=[0:0-1315 1:1316-1404 2:1405-1582 3:1583-1893],Transcript_345
TRINITY_DN6074_c0_g1_i1 len=1345 path=[0:0-232 1:233-1344],Transcript_346
TRINITY_DN6083_c0_g1_i2 len=1248 path=[0:0-516 1:517-597 2:598-1247],Transcript_347
TRINITY_DN6042_c1_g2_i1 len=847 path=[0:0-846],Transcript_348
TRINITY_DN6042_c0_g1_i9 len=1422 path=[0:0-156 1:157-188 2:189-377 4:378-551 5:552-821 6:822-1421],Transcript_349
TRINITY_DN6077_c0_g1_i1 len=1613 path=[0:0-1612],Transcript_350
TRINITY_DN44516_c0_g1_i1 len=413 path=[0:0-412],Transcript_351
TRINITY_DN44564_c0_g1_i1 len=622 path=[0:0-621],Transcript_352
TRINITY_DN44552_c0_g1_i1 len=213 path=[0:0-212],Transcript_353
TRINITY_DN44521_c0_g1_i1 len=778 path=[0:0-777],Transcript_354
TRINITY_DN44587_c0_g1_i1 len=227 path=[0:0-226],Transcript_355
TRINITY_DN44535_c0_g1_i1 len=286 path=[0:0-285],Transcript_356
TRINITY_DN44577_c0_g1_i1 len=256 path=[0:0-255],Transcript_357
TRINITY_DN44575_c0_g1_i1 len=392 path=[0:0-391],Transcript_358
TRINITY_DN44573_c0_g1_i1 len=357 path=[0:0-356],Transcript_359
TRINITY_DN44574_c0_g1_i1 len=645 path=[0:0-644],Transcript_360
TRINITY_DN44510_c0_g1_i1 len=336 path=[0:0-335],Transcript_361
TRINITY_DN44578_c0_g1_i1 len=255 path=[0:0-254],Transcript_362
TRINITY_DN44596_c0_g1_i1 len=445 path=[0:0-444],Transcript_363
TRINITY_DN44557_c0_g1_i1 len=215 path=[0:0-214],Transcript_364
TRINITY_DN44567_c0_g1_i1 len=226 path=[0:0-225],Transcript_365
TRINITY_DN44539_c0_g1_i1 len=278 path=[0:0-277],Transcript_366
TRINITY_DN44543_c0_g1_i1 len=204 path=[0:0-203],Transcript_367
TRINITY_DN44571_c0_g1_i1 len=205 path=[0:0-204],Transcript_368
TRINITY_DN44508_c0_g1_i1 len=213 path=[0:0-212],Transcript_369
TRINITY_DN44504_c0_g1_i1 len=364 path=[0:0-363],Transcript_370
TRINITY_DN44533_c0_g1_i1 len=269 path=[0:0-268],Transcript_371
TRINITY_DN44583_c0_g1_i1 len=291 path=[0:0-290],Transcript_372
TRINITY_DN44511_c0_g1_i1 len=543 path=[0:0-542],Transcript_373
TRINITY_DN44509_c0_g1_i1 len=325 path=[0:0-324],Transcript_374
TRINITY_DN44590_c0_g1_i1 len=290 path=[0:0-289],Transcript_375
TRINITY_DN44597_c0_g1_i1 len=566 path=[0:0-565],Transcript_376
TRINITY_DN44561_c0_g1_i1 len=220 path=[0:0-219],Transcript_377
TRINITY_DN44531_c0_g1_i1 len=353 path=[0:0-352],Transcript_378
TRINITY_DN44503_c0_g1_i1 len=283 path=[0:0-282],Transcript_379
TRINITY_DN44501_c0_g1_i1 len=372 path=[0:0-371],Transcript_380
TRINITY_DN44502_c0_g1_i1 len=367 path=[0:0-366],Transcript_381
TRINITY_DN44554_c0_g1_i1 len=368 path=[0:0-367],Transcript_382
TRINITY_DN44592_c0_g1_i1 len=364 path=[0:0-363],Transcript_383
TRINITY_DN44547_c0_g1_i1 len=243 path=[0:0-242],Transcript_384
TRINITY_DN44593_c0_g1_i1 len=210 path=[0:0-209],Transcript_385
TRINITY_DN44537_c0_g1_i1 len=325 path=[0:0-324],Transcript_386
TRINITY_DN20290_c0_g1_i1 len=1056 path=[0:0-655 1:656-1034 2:1035-1055],Transcript_387
TRINITY_DN20216_c0_g1_i1 len=1437 path=[0:0-1436],Transcript_388
TRINITY_DN20224_c0_g1_i2 len=356 path=[0:0-355],Transcript_389
TRINITY_DN20226_c0_g1_i1 len=1104 path=[0:0-1103],Transcript_390
TRINITY_DN20287_c0_g1_i1 len=1052 path=[0:0-1051],Transcript_391
TRINITY_DN20281_c0_g1_i1 len=2065 path=[0:0-2064],Transcript_392
TRINITY_DN20296_c0_g1_i1 len=832 path=[0:0-831],Transcript_393
TRINITY_DN20262_c0_g1_i1 len=1292 path=[0:0-1291],Transcript_394
TRINITY_DN20211_c0_g1_i4 len=1374 path=[0:0-1373],Transcript_395
TRINITY_DN20276_c0_g1_i1 len=725 path=[1:0-482 3:483-541 4:542-724],Transcript_396
TRINITY_DN20255_c0_g1_i2 len=2379 path=[0:0-738 2:739-2378],Transcript_397
TRINITY_DN20247_c0_g1_i6 len=1510 path=[0:0-76 1:77-493 2:494-494 3:495-816 4:817-1509],Transcript_398
TRINITY_DN20229_c0_g1_i1 len=1065 path=[0:0-1064],Transcript_399
TRINITY_DN20210_c0_g1_i2 len=361 path=[0:0-171 2:172-360],Transcript_400
TRINITY_DN20243_c0_g1_i1 len=913 path=[0:0-912],Transcript_401
TRINITY_DN20263_c0_g1_i1 len=1165 path=[0:0-1164],Transcript_402
TRINITY_DN20220_c0_g1_i1 len=264 path=[0:0-263],Transcript_403
TRINITY_DN20279_c0_g1_i1 len=2454 path=[1:0-1269 2:1270-2453],Transcript_404
TRINITY_DN20279_c0_g2_i1 len=1139 path=[0:0-1138],Transcript_405
TRINITY_DN20283_c0_g1_i1 len=933 path=[0:0-932],Transcript_406
TRINITY_DN20238_c2_g1_i1 len=291 path=[0:0-290],Transcript_407
TRINITY_DN20238_c0_g2_i1 len=1051 path=[0:0-1050],Transcript_408
TRINITY_DN20214_c0_g2_i1 len=286 path=[0:0-285],Transcript_409
TRINITY_DN20234_c0_g1_i1 len=488 path=[0:0-487],Transcript_410
TRINITY_DN20291_c0_g1_i4 len=987 path=[0:0-457 1:458-827 2:828-986],Transcript_411
TRINITY_DN20270_c0_g1_i1 len=619 path=[0:0-51 2:52-156 3:157-211 5:212-618],Transcript_412
TRINITY_DN20285_c0_g1_i4 len=906 path=[0:0-905],Transcript_413
TRINITY_DN20244_c0_g1_i1 len=335 path=[0:0-334],Transcript_414
TRINITY_DN20202_c0_g2_i1 len=251 path=[0:0-250],Transcript_415
TRINITY_DN20233_c0_g1_i1 len=312 path=[0:0-311],Transcript_416
TRINITY_DN20286_c0_g1_i1 len=1110 path=[0:0-1109],Transcript_417
TRINITY_DN20232_c0_g1_i1 len=1128 path=[0:0-1127],Transcript_418
TRINITY_DN20297_c0_g1_i1 len=1458 path=[0:0-1457],Transcript_419
TRINITY_DN20227_c0_g1_i1 len=258 path=[0:0-257],Transcript_420
TRINITY_DN20227_c0_g2_i1 len=1749 path=[0:0-1748],Transcript_421
TRINITY_DN20282_c0_g1_i1 len=1504 path=[0:0-1503],Transcript_422
TRINITY_DN20245_c0_g2_i1 len=534 path=[0:0-533],Transcript_423
TRINITY_DN20223_c0_g1_i3 len=396 path=[1:0-53 2:54-168 4:169-219 5:220-395],Transcript_424
TRINITY_DN20269_c0_g1_i2 len=1416 path=[0:0-1415],Transcript_425
TRINITY_DN20269_c0_g2_i1 len=310 path=[1:0-135 2:136-309],Transcript_426
TRINITY_DN20274_c0_g1_i1 len=257 path=[0:0-256],Transcript_427
TRINITY_DN20218_c0_g1_i2 len=1037 path=[0:0-693 1:694-807 2:808-1036],Transcript_428
TRINITY_DN20298_c0_g1_i3 len=1558 path=[1:0-585 2:586-1037 3:1038-1038 4:1039-1557],Transcript_429
TRINITY_DN20271_c0_g1_i1 len=418 path=[0:0-417],Transcript_430
TRINITY_DN20212_c0_g1_i1 len=293 path=[0:0-292],Transcript_431
TRINITY_DN20208_c1_g1_i4 len=1245 path=[0:0-1244],Transcript_432
TRINITY_DN20259_c0_g1_i1 len=2803 path=[0:0-2802],Transcript_433
TRINITY_DN20294_c0_g1_i1 len=536 path=[0:0-535],Transcript_434
TRINITY_DN20207_c0_g1_i1 len=991 path=[0:0-990],Transcript_435
TRINITY_DN20280_c0_g1_i1 len=573 path=[0:0-572],Transcript_436
TRINITY_DN20273_c0_g1_i2 len=814 path=[1:0-150 3:151-240 4:241-265 5:266-389 6:390-702 7:703-813],Transcript_437
TRINITY_DN6520_c0_g1_i9 len=3044 path=[1:0-79 2:80-132 4:133-166 5:167-377 6:378-408 8:409-1169 10:1170-1197 11:1198-1351 12:1352-1414 13:1415-1502 14:1503-1605 16:1606-1608 20:1609-1787 21:1788-1821 23:1822-2033 25:2034-2041 26:2042-2137 27:2138-2151 28:2152-2209 29:2210-2389 30:2390-2565 31:2566-2721 32:2722-2822 34:2823-2920 35:2921-2959 36:2960-3043],Transcript_438
TRINITY_DN6597_c0_g1_i3 len=1215 path=[0:0-278 3:279-576 4:577-1214],Transcript_439
TRINITY_DN6568_c0_g1_i1 len=1730 path=[0:0-610 2:611-662 4:663-999 6:1000-1235 8:1236-1729],Transcript_440
TRINITY_DN6583_c0_g1_i1 len=1719 path=[0:0-797 1:798-880 2:881-994 3:995-1055 4:1056-1298 5:1299-1362 6:1363-1718],Transcript_441
TRINITY_DN6543_c0_g1_i1 len=370 path=[0:0-369],Transcript_442
TRINITY_DN6538_c0_g1_i1 len=630 path=[0:0-629],Transcript_443
TRINITY_DN6545_c0_g4_i1 len=397 path=[0:0-396],Transcript_444
TRINITY_DN6545_c0_g1_i1 len=2899 path=[0:0-2592 1:2593-2644 2:2645-2898],Transcript_445
TRINITY_DN6545_c0_g2_i1 len=2320 path=[0:0-469 1:470-664 2:665-2319],Transcript_446
TRINITY_DN6506_c0_g1_i2 len=1787 path=[0:0-1247 1:1248-1315 2:1316-1786],Transcript_447
TRINITY_DN6528_c0_g1_i1 len=1691 path=[0:0-747 1:748-949 2:950-1690],Transcript_448
TRINITY_DN6561_c0_g1_i1 len=1359 path=[0:0-1358],Transcript_449
TRINITY_DN6530_c1_g1_i1 len=1427 path=[0:0-256 1:257-431 2:432-1426],Transcript_450
TRINITY_DN6530_c0_g1_i2 len=1518 path=[0:0-351 1:352-422 2:423-1517],Transcript_451
TRINITY_DN6555_c0_g1_i1 len=558 path=[0:0-557],Transcript_452
TRINITY_DN6562_c0_g1_i1 len=1980 path=[0:0-1979],Transcript_453
TRINITY_DN6512_c0_g1_i2 len=876 path=[1:0-521 2:522-875],Transcript_454
TRINITY_DN6588_c1_g1_i1 len=570 path=[0:0-569],Transcript_455
TRINITY_DN6588_c0_g1_i1 len=518 path=[0:0-517],Transcript_456
TRINITY_DN6588_c0_g2_i2 len=1076 path=[0:0-150 1:151-252 2:253-1075],Transcript_457
TRINITY_DN6588_c0_g3_i1 len=1752 path=[0:0-1751],Transcript_458
TRINITY_DN6537_c0_g1_i9 len=641 path=[0:0-72 4:73-77 5:78-122 6:123-130 7:131-138 8:139-160 10:161-169 12:170-170 14:171-203 18:204-258 22:259-262 23:263-282 25:283-329 26:330-342 27:343-360 28:361-388 29:389-421 30:422-467 31:468-475 32:476-640],Transcript_459
TRINITY_DN6565_c0_g1_i1 len=246 path=[0:0-245],Transcript_460
TRINITY_DN6565_c5_g1_i2 len=1074 path=[0:0-661 1:662-748 2:749-1073],Transcript_461
TRINITY_DN6565_c3_g1_i5 len=986 path=[0:0-418 2:419-803 3:804-804 4:805-985],Transcript_462
TRINITY_DN6565_c1_g2_i1 len=3341 path=[0:0-3340],Transcript_463
TRINITY_DN6565_c1_g1_i3 len=2103 path=[0:0-842 4:843-867 6:868-2102],Transcript_464
TRINITY_DN6565_c2_g1_i1 len=2437 path=[0:0-566 1:567-1183 3:1184-1411 4:1412-1910 5:1911-2049 6:2050-2436],Transcript_465
TRINITY_DN6556_c1_g1_i1 len=235 path=[0:0-234],Transcript_466
TRINITY_DN6556_c0_g1_i2 len=1023 path=[0:0-254 1:255-408 3:409-446 4:447-586 6:587-749 7:750-830 9:831-1022],Transcript_467
TRINITY_DN6570_c0_g1_i2 len=897 path=[0:0-526 2:527-561 3:562-602 4:603-604 6:605-896],Transcript_468
TRINITY_DN6518_c0_g1_i1 len=1194 path=[0:0-1193],Transcript_469
TRINITY_DN6518_c0_g2_i1 len=2598 path=[0:0-2597],Transcript_470
TRINITY_DN6584_c0_g1_i5 len=4251 path=[1:0-356 4:357-949 6:950-1084 7:1085-1132 8:1133-1214 10:1215-1248 11:1249-1354 13:1355-1386 15:1387-1443 16:1444-1488 17:1489-3425 19:3426-3514 20:3515-3664 21:3665-3751 22:3752-4219 23:4220-4223 24:4224-4250],Transcript_471
TRINITY_DN6501_c0_g1_i2 len=1145 path=[1:0-210 2:211-402 3:403-523 4:524-737 5:738-1144],Transcript_472
TRINITY_DN6580_c0_g1_i1 len=1087 path=[0:0-381 1:382-383 2:384-474 3:475-479 4:480-1086],Transcript_473
TRINITY_DN6571_c0_g1_i4 len=983 path=[0:0-295 1:296-500 2:501-668 3:669-745 4:746-982],Transcript_474
TRINITY_DN6569_c0_g1_i1 len=1470 path=[0:0-508 1:509-587 2:588-1469],Transcript_475
TRINITY_DN6560_c0_g1_i2 len=2120 path=[0:0-376 1:377-528 2:529-641 4:642-1407 6:1408-2119],Transcript_476
TRINITY_DN6551_c0_g1_i5 len=3368 path=[0:0-1100 4:1101-1177 6:1178-1359 10:1360-2761 12:2762-3367],Transcript_477
TRINITY_DN6551_c1_g2_i1 len=1721 path=[0:0-560 2:561-632 3:633-779 4:780-945 5:946-1039 6:1040-1720],Transcript_478
TRINITY_DN6551_c1_g1_i2 len=1367 path=[0:0-1009 1:1010-1146 2:1147-1366],Transcript_479
TRINITY_DN6551_c2_g1_i1 len=1449 path=[0:0-1448],Transcript_480
TRINITY_DN6519_c0_g1_i1 len=2809 path=[0:0-2808],Transcript_481
TRINITY_DN6550_c0_g1_i1 len=1717 path=[0:0-1716],Transcript_482
TRINITY_DN6563_c0_g1_i1 len=1138 path=[0:0-1137],Transcript_483
TRINITY_DN6525_c0_g1_i1 len=1585 path=[0:0-1584],Transcript_484
TRINITY_DN6575_c1_g1_i1 len=704 path=[0:0-703],Transcript_485
TRINITY_DN6575_c2_g1_i2 len=1714 path=[0:0-1713],Transcript_486
TRINITY_DN6575_c0_g1_i6 len=1400 path=[0:0-36 3:37-348 4:349-676 6:677-1112 7:1113-1399],Transcript_487
TRINITY_DN6516_c0_g1_i3 len=2210 path=[1:0-153 3:154-277 4:278-1245 5:1246-1335 6:1336-2209],Transcript_488
TRINITY_DN6598_c1_g1_i1 len=1633 path=[0:0-1632],Transcript_489
TRINITY_DN6598_c0_g1_i5 len=1798 path=[0:0-538 2:539-662 3:663-745 4:746-936 5:937-1012 6:1013-1797],Transcript_490
TRINITY_DN6507_c0_g4_i1 len=346 path=[0:0-345],Transcript_491
TRINITY_DN6507_c0_g1_i1 len=901 path=[0:0-900],Transcript_492
TRINITY_DN6507_c0_g2_i1 len=706 path=[0:0-705],Transcript_493
TRINITY_DN6507_c0_g3_i1 len=1611 path=[0:0-1610],Transcript_494
TRINITY_DN6547_c0_g1_i1 len=1667 path=[0:0-405 2:406-1666],Transcript_495
TRINITY_DN6529_c0_g1_i1 len=1487 path=[0:0-1486],Transcript_496
TRINITY_DN6576_c0_g1_i1 len=1165 path=[0:0-1164],Transcript_497
TRINITY_DN6573_c1_g1_i1 len=291 path=[0:0-290],Transcript_498
TRINITY_DN6573_c0_g1_i1 len=1521 path=[0:0-1520],Transcript_499
TRINITY_DN6559_c1_g3_i1 len=1224 path=[0:0-1223],Transcript_500
TRINITY_DN6559_c1_g2_i3 len=1117 path=[0:0-346 1:347-429 3:430-918 6:919-1014 7:1015-1069 8:1070-1116],Transcript_501
TRINITY_DN6559_c1_g1_i6 len=1789 path=[0:0-143 1:144-371 3:372-389 5:390-620 6:621-832 8:833-1788],Transcript_502
TRINITY_DN6559_c0_g1_i4 len=1121 path=[0:0-652 1:653-655 2:656-1120],Transcript_503
TRINITY_DN6579_c0_g1_i4 len=2306 path=[0:0-1032 2:1033-1358 4:1359-1421 5:1422-1478 6:1479-1637 7:1638-1958 8:1959-2305],Transcript_504
TRINITY_DN6579_c0_g2_i1 len=656 path=[0:0-655],Transcript_505
TRINITY_DN6500_c0_g1_i2 len=1718 path=[0:0-62 2:63-1557 3:1558-1655 4:1656-1717],Transcript_506
TRINITY_DN6549_c0_g1_i1 len=1828 path=[0:0-483 1:484-571 2:572-1827],Transcript_507
TRINITY_DN6595_c0_g4_i2 len=2660 path=[0:0-625 2:626-2659],Transcript_508
TRINITY_DN6595_c0_g5_i1 len=2043 path=[0:0-2042],Transcript_509
TRINITY_DN6595_c0_g2_i3 len=3167 path=[1:0-339 2:340-419 3:420-604 4:605-680 5:681-2349 6:2350-2350 7:2351-2697 8:2698-2731 10:2732-2799 11:2800-2848 12:2849-3166],Transcript_510
TRINITY_DN6595_c0_g3_i1 len=1181 path=[0:0-1180],Transcript_511
TRINITY_DN6595_c3_g1_i1 len=1321 path=[0:0-1320],Transcript_512
TRINITY_DN6595_c4_g1_i1 len=510 path=[0:0-509],Transcript_513
TRINITY_DN6595_c1_g1_i2 len=545 path=[0:0-244 1:245-308 2:309-544],Transcript_514
TRINITY_DN6572_c0_g1_i1 len=1005 path=[0:0-256 1:257-317 2:318-1004],Transcript_515
TRINITY_DN6593_c0_g1_i3 len=2734 path=[0:0-344 1:345-420 2:421-1370 4:1371-2009 5:2010-2123 6:2124-2733],Transcript_516
TRINITY_DN6578_c0_g1_i4 len=1628 path=[0:0-1627],Transcript_517
TRINITY_DN6578_c0_g2_i1 len=328 path=[0:0-327],Transcript_518
TRINITY_DN6578_c3_g1_i2 len=956 path=[0:0-955],Transcript_519
TRINITY_DN6578_c4_g1_i1 len=788 path=[0:0-787],Transcript_520
TRINITY_DN6578_c1_g1_i4 len=2055 path=[0:0-333 1:334-1450 3:1451-2054],Transcript_521
TRINITY_DN6578_c2_g1_i2 len=1743 path=[0:0-449 1:450-558 2:559-831 4:832-1742],Transcript_522
TRINITY_DN6591_c0_g1_i2 len=830 path=[0:0-829],Transcript_523
TRINITY_DN6591_c0_g2_i1 len=1854 path=[0:0-436 1:437-571 2:572-1853],Transcript_524
TRINITY_DN6574_c0_g1_i1 len=2664 path=[0:0-2663],Transcript_525
TRINITY_DN6554_c0_g1_i4 len=1931 path=[0:0-359 1:360-429 2:430-679 3:680-807 4:808-960 5:961-1081 6:1082-1121 7:1122-1266 8:1267-1930],Transcript_526
TRINITY_DN6532_c0_g1_i1 len=2370 path=[0:0-638 6:639-671 8:672-923 9:924-949 11:950-2112 12:2113-2179 13:2180-2369],Transcript_527
TRINITY_DN6532_c0_g2_i1 len=1641 path=[0:0-1640],Transcript_528
TRINITY_DN6535_c0_g1_i1 len=2034 path=[0:0-2033],Transcript_529
TRINITY_DN6577_c0_g1_i2 len=1189 path=[0:0-221 1:222-287 2:288-380 3:381-475 4:476-680 6:681-1188],Transcript_530
TRINITY_DN6534_c1_g1_i1 len=214 path=[0:0-213],Transcript_531
TRINITY_DN6534_c0_g1_i9 len=1528 path=[0:0-279 1:280-442 2:443-586 3:587-785 4:786-886 6:887-1527],Transcript_532
TRINITY_DN6557_c0_g1_i1 len=1195 path=[0:0-1194],Transcript_533
TRINITY_DN6542_c0_g1_i3 len=1775 path=[0:0-529 1:530-634 2:635-819 3:820-913 4:914-1774],Transcript_534
TRINITY_DN6564_c0_g1_i2 len=1872 path=[1:0-506 2:507-601 3:602-864 4:865-1871],Transcript_535
TRINITY_DN6515_c0_g1_i1 len=2561 path=[0:0-2560],Transcript_536
TRINITY_DN6508_c0_g2_i1 len=741 path=[0:0-740],Transcript_537
TRINITY_DN6531_c0_g1_i1 len=1783 path=[0:0-758 1:759-875 2:876-1782],Transcript_538
TRINITY_DN6558_c1_g1_i1 len=333 path=[0:0-332],Transcript_539
TRINITY_DN6558_c0_g1_i1 len=851 path=[0:0-596 1:597-805 2:806-850],Transcript_540
TRINITY_DN6524_c0_g1_i2 len=2064 path=[0:0-1113 1:1114-1356 2:1357-2063],Transcript_541
TRINITY_DN6552_c3_g1_i1 len=590 path=[0:0-589],Transcript_542
TRINITY_DN6552_c1_g1_i1 len=953 path=[0:0-952],Transcript_543
TRINITY_DN6552_c2_g1_i1 len=750 path=[0:0-749],Transcript_544
TRINITY_DN6552_c0_g1_i4 len=2161 path=[0:0-418 1:419-498 2:499-600 3:601-731 4:732-776 5:777-777 6:778-925 7:926-943 8:944-1862 10:1863-1895 12:1896-2160],Transcript_545
TRINITY_DN6552_c0_g2_i1 len=3216 path=[0:0-704 1:705-809 2:810-3215],Transcript_546
TRINITY_DN6582_c0_g1_i4 len=532 path=[1:0-138 2:139-162 4:163-168 7:169-174 9:175-197 10:198-217 18:218-223 20:224-227 22:228-235 23:236-241 25:242-279 34:280-282 37:283-294 39:295-297 40:298-310 41:311-327 42:328-333 44:334-359 50:360-365 53:366-393 55:394-422 62:423-531],Transcript_547
TRINITY_DN6548_c0_g4_i4 len=1492 path=[0:0-675 1:676-772 2:773-868 3:869-1069 4:1070-1491],Transcript_548
TRINITY_DN6548_c0_g6_i3 len=2151 path=[1:0-716 2:717-913 3:914-1444 4:1445-1476 6:1477-2150],Transcript_549
TRINITY_DN6548_c0_g2_i1 len=915 path=[0:0-914],Transcript_550
TRINITY_DN6526_c1_g1_i5 len=1122 path=[0:0-1121],Transcript_551
TRINITY_DN6526_c0_g1_i6 len=2882 path=[0:0-311 2:312-1287 3:1288-1482 4:1483-1578 5:1579-1705 6:1706-2104 8:2105-2881],Transcript_552
TRINITY_DN6526_c0_g2_i1 len=413 path=[0:0-412],Transcript_553
TRINITY_DN6541_c0_g1_i1 len=1497 path=[1:0-907 2:908-1496],Transcript_554
TRINITY_DN6523_c0_g1_i2 len=2683 path=[0:0-1432 1:1433-1494 2:1495-2682],Transcript_555
TRINITY_DN6590_c0_g1_i2 len=1278 path=[0:0-386 1:387-471 2:472-1277],Transcript_556
TRINITY_DN6514_c0_g1_i1 len=1092 path=[0:0-430 1:431-511 2:512-587 3:588-674 4:675-1091],Transcript_557
TRINITY_DN6533_c0_g1_i2 len=2196 path=[0:0-812 2:813-2195],Transcript_558
TRINITY_DN6594_c0_g5_i1 len=236 path=[0:0-235],Transcript_559
TRINITY_DN6594_c0_g1_i3 len=940 path=[0:0-291 1:292-386 2:387-569 3:570-648 4:649-939],Transcript_560
TRINITY_DN6594_c0_g2_i1 len=1068 path=[0:0-813 1:814-898 2:899-1067],Transcript_561
TRINITY_DN6594_c1_g1_i2 len=1127 path=[0:0-420 1:421-607 2:608-1126],Transcript_562
TRINITY_DN6594_c2_g1_i1 len=288 path=[0:0-287],Transcript_563
TRINITY_DN6522_c1_g1_i1 len=334 path=[0:0-333],Transcript_564
TRINITY_DN6522_c0_g1_i3 len=2972 path=[0:0-1420 1:1421-1510 2:1511-2971],Transcript_565
TRINITY_DN6504_c0_g1_i7 len=4066 path=[1:0-400 3:401-805 4:806-1984 5:1985-2015 7:2016-2046 8:2047-2439 9:2440-2470 11:2471-2509 12:2510-2539 14:2540-2698 15:2699-3011 16:3012-3058 19:3059-3153 20:3154-3180 21:3181-3307 22:3308-3372 23:3373-4065],Transcript_566
